code,sheet,recording_folder,representative_image,image_path,label_table,labeled_keypoints,selection
F115,2,20240328_R17_rec_anes_008_TL_16-13-14,img0143.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_008_TL_16-13-14/img0143.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_008_TL_16-13-14/CollectedData_houlab.h5,12,most completely labeled frame in folder
F116,2,20240328_R17_rec_anes_008_TR_16-13-14,img0006.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_008_TR_16-13-14/img0006.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_008_TR_16-13-14/CollectedData_houlab.h5,12,most completely labeled frame in folder
F117,2,20240328_R17_rec_anes_009_BC_16-29-28,img00969.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_009_BC_16-29-28/img00969.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_009_BC_16-29-28/CollectedData_houlab.h5,11,most completely labeled frame in folder
F118,2,20240328_R17_rec_anes_009_L_16-29-28,img00775.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_009_L_16-29-28/img00775.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_009_L_16-29-28/CollectedData_houlab.h5,16,most completely labeled frame in folder
F119,2,20240328_R17_rec_anes_009_R_16-29-28,img00325.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_009_R_16-29-28/img00325.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_009_R_16-29-28/CollectedData_houlab.h5,16,most completely labeled frame in folder
F120,2,20240328_R17_rec_anes_009_TC_16-29-28,img01309.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_009_TC_16-29-28/img01309.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_009_TC_16-29-28/CollectedData_houlab.h5,13,most completely labeled frame in folder
F121,2,20240328_R17_rec_anes_009_TL_16-29-28,img08135.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_009_TL_16-29-28/img08135.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_009_TL_16-29-28/CollectedData_houlab.h5,12,most completely labeled frame in folder
F122,2,20240328_R17_rec_anes_009_TR_16-29-28,img00579.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_009_TR_16-29-28/img00579.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_009_TR_16-29-28/CollectedData_houlab.h5,12,most completely labeled frame in folder
F123,2,20240328_R17_rec_anes_010_BC_16-43-43,img0549.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_010_BC_16-43-43/img0549.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_010_BC_16-43-43/CollectedData_houlab.h5,11,most completely labeled frame in folder
F124,2,20240328_R17_rec_anes_010_L_16-43-43,img0131.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_010_L_16-43-43/img0131.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_010_L_16-43-43/CollectedData_houlab.h5,16,most completely labeled frame in folder
F125,2,20240328_R17_rec_anes_010_R_16-43-43,img0707.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_010_R_16-43-43/img0707.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_010_R_16-43-43/CollectedData_houlab.h5,16,most completely labeled frame in folder
F126,2,20240328_R17_rec_anes_010_TC_16-43-43,img0006.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_010_TC_16-43-43/img0006.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_010_TC_16-43-43/CollectedData_houlab.h5,12,most completely labeled frame in folder
F127,2,20240328_R17_rec_anes_010_TL_16-43-43,img0517.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_010_TL_16-43-43/img0517.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_010_TL_16-43-43/CollectedData_houlab.h5,12,most completely labeled frame in folder
F128,2,20240328_R17_rec_anes_010_TR_16-43-43,img0020.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_010_TR_16-43-43/img0020.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_010_TR_16-43-43/CollectedData_houlab.h5,12,most completely labeled frame in folder
F129,2,20240328_R17_rec_rec_000_BC_08-45-58,img00107.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_000_BC_08-45-58/img00107.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_000_BC_08-45-58/CollectedData_houlab.h5,11,most completely labeled frame in folder
F130,2,20240328_R17_rec_rec_000_L_08-45-58,img00177.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_000_L_08-45-58/img00177.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_000_L_08-45-58/CollectedData_houlab.h5,16,most completely labeled frame in folder
F131,2,20240328_R17_rec_rec_000_R_08-45-58,img01913.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_000_R_08-45-58/img01913.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_000_R_08-45-58/CollectedData_houlab.h5,16,most completely labeled frame in folder
F132,2,20240328_R17_rec_rec_000_TC_08-45-58,img00372.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_000_TC_08-45-58/img00372.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_000_TC_08-45-58/CollectedData_houlab.h5,12,most completely labeled frame in folder
F133,2,20240328_R17_rec_rec_000_TL_08-45-58,img00004.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_000_TL_08-45-58/img00004.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_000_TL_08-45-58/CollectedData_houlab.h5,12,most completely labeled frame in folder
F134,2,20240328_R17_rec_rec_000_TR_08-45-58,img00026.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_000_TR_08-45-58/img00026.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_000_TR_08-45-58/CollectedData_houlab.h5,12,most completely labeled frame in folder
F135,2,20240328_R17_rec_rec_001_BC_08-50-45,img00880.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_001_BC_08-50-45/img00880.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_001_BC_08-50-45/CollectedData_houlab.h5,11,most completely labeled frame in folder
F136,2,20240328_R17_rec_rec_001_L_08-50-45,img00486.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_001_L_08-50-45/img00486.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_001_L_08-50-45/CollectedData_houlab.h5,16,most completely labeled frame in folder
F137,2,20240328_R17_rec_rec_001_R_08-50-45,img00183.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_001_R_08-50-45/img00183.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_001_R_08-50-45/CollectedData_houlab.h5,16,most completely labeled frame in folder
F138,2,20240328_R17_rec_rec_001_TC_08-50-45,img00017.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_001_TC_08-50-45/img00017.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_001_TC_08-50-45/CollectedData_houlab.h5,12,most completely labeled frame in folder
F139,2,20240328_R17_rec_rec_001_TL_08-50-45,img00320.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_001_TL_08-50-45/img00320.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_001_TL_08-50-45/CollectedData_houlab.h5,12,most completely labeled frame in folder
F140,2,20240328_R17_rec_rec_001_TR_08-50-45,img00344.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_001_TR_08-50-45/img00344.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_001_TR_08-50-45/CollectedData_houlab.h5,12,most completely labeled frame in folder
F141,2,20240328_R17_rec_rec_002_BC_08-56-09,img00001.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_002_BC_08-56-09/img00001.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_002_BC_08-56-09/CollectedData_houlab.h5,11,most completely labeled frame in folder
F142,2,20240328_R17_rec_rec_002_L_08-56-09,img00060.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_002_L_08-56-09/img00060.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_002_L_08-56-09/CollectedData_houlab.h5,16,most completely labeled frame in folder
F143,2,20240328_R17_rec_rec_002_R_08-56-09,img01315.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_002_R_08-56-09/img01315.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_002_R_08-56-09/CollectedData_houlab.h5,16,most completely labeled frame in folder
F144,2,20240328_R17_rec_rec_002_TC_08-56-09,img00028.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_002_TC_08-56-09/img00028.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_002_TC_08-56-09/CollectedData_houlab.h5,12,most completely labeled frame in folder
F145,2,20240328_R17_rec_rec_002_TL_08-56-09,img00349.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_002_TL_08-56-09/img00349.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_002_TL_08-56-09/CollectedData_houlab.h5,12,most completely labeled frame in folder
F146,2,20240328_R17_rec_rec_002_TR_08-56-09,img00089.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_002_TR_08-56-09/img00089.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_002_TR_08-56-09/CollectedData_houlab.h5,12,most completely labeled frame in folder
F147,2,20240328_R17_rec_rec_003_BC_09-00-06,img00837.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_003_BC_09-00-06/img00837.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_003_BC_09-00-06/CollectedData_houlab.h5,11,most completely labeled frame in folder
F148,2,20240328_R17_rec_rec_003_L_09-00-06,img00456.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_003_L_09-00-06/img00456.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_003_L_09-00-06/CollectedData_houlab.h5,16,most completely labeled frame in folder
F149,2,20240328_R17_rec_rec_003_R_09-00-06,img00165.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_003_R_09-00-06/img00165.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_003_R_09-00-06/CollectedData_houlab.h5,16,most completely labeled frame in folder
F150,2,20240328_R17_rec_rec_003_TC_09-00-06,img00048.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_003_TC_09-00-06/img00048.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_003_TC_09-00-06/CollectedData_houlab.h5,12,most completely labeled frame in folder
F151,2,20240328_R17_rec_rec_003_TL_09-00-06,img01317.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_003_TL_09-00-06/img01317.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_003_TL_09-00-06/CollectedData_houlab.h5,12,most completely labeled frame in folder
F152,2,20240328_R17_rec_rec_003_TR_09-00-06,img01057.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_003_TR_09-00-06/img01057.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_003_TR_09-00-06/CollectedData_houlab.h5,12,most completely labeled frame in folder
F153,2,20240328_R17_rec_rec_004_BC_09-03-48,img0148.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_004_BC_09-03-48/img0148.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_004_BC_09-03-48/CollectedData_houlab.h5,11,most completely labeled frame in folder
F154,2,20240328_R17_rec_rec_004_L_09-03-48,img0011.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_004_L_09-03-48/img0011.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_004_L_09-03-48/CollectedData_houlab.h5,16,most completely labeled frame in folder
F155,2,20240328_R17_rec_rec_004_R_09-03-48,img1305.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_004_R_09-03-48/img1305.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_004_R_09-03-48/CollectedData_houlab.h5,16,most completely labeled frame in folder
F156,2,20240328_R17_rec_rec_004_TC_09-03-48,img0020.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_004_TC_09-03-48/img0020.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_004_TC_09-03-48/CollectedData_houlab.h5,12,most completely labeled frame in folder
F157,2,20240328_R17_rec_rec_004_TL_09-03-48,img0139.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_004_TL_09-03-48/img0139.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_004_TL_09-03-48/CollectedData_houlab.h5,12,most completely labeled frame in folder
F158,2,20240328_R17_rec_rec_004_TR_09-03-48,img0098.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_004_TR_09-03-48/img0098.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_rec_004_TR_09-03-48/CollectedData_houlab.h5,12,most completely labeled frame in folder
F159,3,20240523_R15_awake_awake_001_BC_13-01-40,img00173.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_001_BC_13-01-40/img00173.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_001_BC_13-01-40/CollectedData_houlab.h5,11,most completely labeled frame in folder
F160,3,20240523_R15_awake_awake_001_L_13-01-40,img01671.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_001_L_13-01-40/img01671.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_001_L_13-01-40/CollectedData_houlab.h5,16,most completely labeled frame in folder
F161,3,20240523_R15_awake_awake_001_R_13-01-40,img00830.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_001_R_13-01-40/img00830.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_001_R_13-01-40/CollectedData_houlab.h5,16,most completely labeled frame in folder
F162,3,20240523_R15_awake_awake_001_TC_13-01-40,img00199.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_001_TC_13-01-40/img00199.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_001_TC_13-01-40/CollectedData_houlab.h5,12,most completely labeled frame in folder
F163,3,20240523_R15_awake_awake_001_TL_13-01-40,img00024.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_001_TL_13-01-40/img00024.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_001_TL_13-01-40/CollectedData_houlab.h5,12,most completely labeled frame in folder
F164,3,20240523_R15_awake_awake_001_TR_13-01-40,img01970.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_001_TR_13-01-40/img01970.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_001_TR_13-01-40/CollectedData_houlab.h5,12,most completely labeled frame in folder
F165,3,20240523_R15_awake_awake_002_BC_13-18-51,img02228.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_002_BC_13-18-51/img02228.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_002_BC_13-18-51/CollectedData_houlab.h5,11,most completely labeled frame in folder
F166,3,20240523_R15_awake_awake_002_L_13-18-51,img02153.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_002_L_13-18-51/img02153.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_002_L_13-18-51/CollectedData_houlab.h5,16,most completely labeled frame in folder
F167,3,20240523_R15_awake_awake_002_R_13-18-51,img00592.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_002_R_13-18-51/img00592.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_002_R_13-18-51/CollectedData_houlab.h5,16,most completely labeled frame in folder
F168,3,20240523_R15_awake_awake_002_TC_13-18-51,img00656.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_002_TC_13-18-51/img00656.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_002_TC_13-18-51/CollectedData_houlab.h5,12,most completely labeled frame in folder
F169,3,20240523_R15_awake_awake_002_TL_13-18-51,img00371.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_002_TL_13-18-51/img00371.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_002_TL_13-18-51/CollectedData_houlab.h5,12,most completely labeled frame in folder
F170,3,20240523_R15_awake_awake_002_TR_13-18-51,img25130.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_002_TR_13-18-51/img25130.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240523_R15_awake_awake_002_TR_13-18-51/CollectedData_houlab.h5,12,most completely labeled frame in folder
F171,3,20240524_R15_awake_awake_000_BC_14-30-26,img00929.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240524_R15_awake_awake_000_BC_14-30-26/img00929.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240524_R15_awake_awake_000_BC_14-30-26/CollectedData_houlab.h5,11,most completely labeled frame in folder
F172,3,20240524_R15_awake_awake_000_L_14-30-26,img03644.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240524_R15_awake_awake_000_L_14-30-26/img03644.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240524_R15_awake_awake_000_L_14-30-26/CollectedData_houlab.h5,16,most completely labeled frame in folder
F173,3,20240524_R15_awake_awake_000_R_14-30-26,img03034.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240524_R15_awake_awake_000_R_14-30-26/img03034.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240524_R15_awake_awake_000_R_14-30-26/CollectedData_houlab.h5,16,most completely labeled frame in folder
