code,sheet,recording,image,image_path,label_table,labeled_keypoints,total_keypoints
Q1125,2,20240326_R17_rec_awake_003_TL_11-29-46,img01236.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_003_TL_11-29-46/img01236.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_003_TL_11-29-46/CollectedData_houlab.h5,12,28
Q1126,2,20240326_R17_rec_awake_003_TL_11-29-46,img23290.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_003_TL_11-29-46/img23290.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_003_TL_11-29-46/CollectedData_houlab.h5,12,28
Q1127,2,20240326_R17_rec_awake_003_TR_11-29-46,img01724.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_003_TR_11-29-46/img01724.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_003_TR_11-29-46/CollectedData_houlab.h5,12,28
Q1128,2,20240326_R17_rec_awake_003_TR_11-29-46,img23354.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_003_TR_11-29-46/img23354.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_003_TR_11-29-46/CollectedData_houlab.h5,12,28
Q1129,2,20240328_R17_rec_anes_005_BC_15-56-07,img00794.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_BC_15-56-07/img00794.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_BC_15-56-07/CollectedData_houlab.h5,11,28
Q1130,2,20240328_R17_rec_anes_005_BC_15-56-07,img51005.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_BC_15-56-07/img51005.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_BC_15-56-07/CollectedData_houlab.h5,11,28
Q1131,2,20240328_R17_rec_anes_005_L_15-56-07,img03767.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/img03767.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/CollectedData_houlab.h5,16,28
Q1132,2,20240328_R17_rec_anes_005_L_15-56-07,img04356.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/img04356.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/CollectedData_houlab.h5,16,28
Q1133,2,20240328_R17_rec_anes_005_L_15-56-07,img16578.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/img16578.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/CollectedData_houlab.h5,16,28
Q1134,2,20240328_R17_rec_anes_005_L_15-56-07,img17263.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/img17263.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/CollectedData_houlab.h5,16,28
Q1135,2,20240328_R17_rec_anes_005_L_15-56-07,img19148.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/img19148.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/CollectedData_houlab.h5,16,28
Q1136,2,20240328_R17_rec_anes_005_L_15-56-07,img33618.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/img33618.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/CollectedData_houlab.h5,16,28
Q1137,2,20240328_R17_rec_anes_005_L_15-56-07,img34748.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/img34748.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/CollectedData_houlab.h5,16,28
Q1138,2,20240328_R17_rec_anes_005_L_15-56-07,img38967.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/img38967.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/CollectedData_houlab.h5,16,28
Q1139,2,20240328_R17_rec_anes_005_L_15-56-07,img39461.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/img39461.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/CollectedData_houlab.h5,16,28
Q1140,2,20240328_R17_rec_anes_005_L_15-56-07,img40271.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/img40271.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/CollectedData_houlab.h5,16,28
Q1141,2,20240328_R17_rec_anes_005_L_15-56-07,img45461.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/img45461.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/CollectedData_houlab.h5,16,28
Q1142,2,20240328_R17_rec_anes_005_L_15-56-07,img50255.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/img50255.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/CollectedData_houlab.h5,16,28
Q1143,2,20240328_R17_rec_anes_005_R_15-56-07,img00898.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_R_15-56-07/img00898.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_R_15-56-07/CollectedData_houlab.h5,16,28
Q1144,2,20240328_R17_rec_anes_005_R_15-56-07,img44877.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_R_15-56-07/img44877.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_R_15-56-07/CollectedData_houlab.h5,16,28
Q1145,2,20240328_R17_rec_anes_005_TC_15-56-07,img00016.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_TC_15-56-07/img00016.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_TC_15-56-07/CollectedData_houlab.h5,12,28
Q1146,2,20240328_R17_rec_anes_005_TC_15-56-07,img48735.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_TC_15-56-07/img48735.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_TC_15-56-07/CollectedData_houlab.h5,12,28
Q1147,2,20240328_R17_rec_anes_005_TL_15-56-07,img02351.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_TL_15-56-07/img02351.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_TL_15-56-07/CollectedData_houlab.h5,12,28
Q1148,2,20240328_R17_rec_anes_005_TL_15-56-07,img51395.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_TL_15-56-07/img51395.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_TL_15-56-07/CollectedData_houlab.h5,12,28
Q1149,2,20240328_R17_rec_anes_005_TR_15-56-07,img02776.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_TR_15-56-07/img02776.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_TR_15-56-07/CollectedData_houlab.h5,12,28
Q1150,2,20240328_R17_rec_anes_005_TR_15-56-07,img49348.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_TR_15-56-07/img49348.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_TR_15-56-07/CollectedData_houlab.h5,12,28
Q1151,2,20240328_R17_rec_anes_006_BC_16-05-57,img0261.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_BC_16-05-57/img0261.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_BC_16-05-57/CollectedData_houlab.h5,11,28
Q1152,2,20240328_R17_rec_anes_006_BC_16-05-57,img4929.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_BC_16-05-57/img4929.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_BC_16-05-57/CollectedData_houlab.h5,11,28
Q1153,2,20240328_R17_rec_anes_006_L_16-05-57,img0115.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/img0115.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/CollectedData_houlab.h5,16,28
Q1154,2,20240328_R17_rec_anes_006_L_16-05-57,img0332.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/img0332.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/CollectedData_houlab.h5,16,28
Q1155,2,20240328_R17_rec_anes_006_L_16-05-57,img0416.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/img0416.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/CollectedData_houlab.h5,16,28
Q1156,2,20240328_R17_rec_anes_006_L_16-05-57,img0630.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/img0630.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/CollectedData_houlab.h5,16,28
Q1157,2,20240328_R17_rec_anes_006_L_16-05-57,img0851.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/img0851.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/CollectedData_houlab.h5,16,28
Q1158,2,20240328_R17_rec_anes_006_L_16-05-57,img0872.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/img0872.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/CollectedData_houlab.h5,16,28
Q1159,2,20240328_R17_rec_anes_006_L_16-05-57,img1098.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/img1098.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/CollectedData_houlab.h5,16,28
Q1160,2,20240328_R17_rec_anes_006_L_16-05-57,img1366.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/img1366.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/CollectedData_houlab.h5,16,28
Q1161,2,20240328_R17_rec_anes_006_L_16-05-57,img1409.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/img1409.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/CollectedData_houlab.h5,16,28
Q1162,2,20240328_R17_rec_anes_006_L_16-05-57,img1465.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/img1465.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/CollectedData_houlab.h5,16,28
Q1163,2,20240328_R17_rec_anes_006_L_16-05-57,img1742.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/img1742.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/CollectedData_houlab.h5,16,28
Q1164,2,20240328_R17_rec_anes_006_L_16-05-57,img1770.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/img1770.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/CollectedData_houlab.h5,16,28
Q1165,2,20240328_R17_rec_anes_006_L_16-05-57,img2246.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/img2246.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/CollectedData_houlab.h5,16,28
Q1166,2,20240328_R17_rec_anes_006_L_16-05-57,img2521.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/img2521.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/CollectedData_houlab.h5,16,28
Q1167,2,20240328_R17_rec_anes_006_L_16-05-57,img2935.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/img2935.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/CollectedData_houlab.h5,16,28
Q1168,2,20240328_R17_rec_anes_006_L_16-05-57,img3251.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/img3251.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/CollectedData_houlab.h5,16,28
Q1169,2,20240328_R17_rec_anes_006_L_16-05-57,img3621.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/img3621.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/CollectedData_houlab.h5,16,28
Q1170,2,20240328_R17_rec_anes_006_L_16-05-57,img4078.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/img4078.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/CollectedData_houlab.h5,16,28
Q1171,2,20240328_R17_rec_anes_006_L_16-05-57,img4234.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/img4234.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/CollectedData_houlab.h5,16,28
Q1172,2,20240328_R17_rec_anes_006_L_16-05-57,img4714.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/img4714.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/CollectedData_houlab.h5,16,28
Q1173,2,20240328_R17_rec_anes_006_R_16-05-57,img0108.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_R_16-05-57/img0108.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_R_16-05-57/CollectedData_houlab.h5,16,28
Q1174,2,20240328_R17_rec_anes_006_R_16-05-57,img4977.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_R_16-05-57/img4977.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_R_16-05-57/CollectedData_houlab.h5,16,28
Q1175,2,20240328_R17_rec_anes_006_TC_16-05-57,img0029.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_TC_16-05-57/img0029.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_TC_16-05-57/CollectedData_houlab.h5,13,28
Q1176,2,20240328_R17_rec_anes_006_TC_16-05-57,img4670.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_TC_16-05-57/img4670.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_TC_16-05-57/CollectedData_houlab.h5,12,28
Q1177,2,20240328_R17_rec_anes_006_TL_16-05-57,img0037.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_TL_16-05-57/img0037.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_TL_16-05-57/CollectedData_houlab.h5,12,28
Q1178,2,20240328_R17_rec_anes_006_TL_16-05-57,img4940.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_TL_16-05-57/img4940.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_TL_16-05-57/CollectedData_houlab.h5,12,28
Q1179,2,20240328_R17_rec_anes_006_TR_16-05-57,img0146.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_TR_16-05-57/img0146.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_TR_16-05-57/CollectedData_houlab.h5,12,28
Q1180,2,20240328_R17_rec_anes_006_TR_16-05-57,img4854.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_TR_16-05-57/img4854.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_TR_16-05-57/CollectedData_houlab.h5,12,28
Q1181,2,20240328_R17_rec_anes_007_BC_16-07-25,img00072.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_BC_16-07-25/img00072.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_BC_16-07-25/CollectedData_houlab.h5,11,28
Q1182,2,20240328_R17_rec_anes_007_BC_16-07-25,img26881.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_BC_16-07-25/img26881.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_BC_16-07-25/CollectedData_houlab.h5,11,28
Q1183,2,20240328_R17_rec_anes_007_L_16-07-25,img01138.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_L_16-07-25/img01138.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_L_16-07-25/CollectedData_houlab.h5,16,28
Q1184,2,20240328_R17_rec_anes_007_L_16-07-25,img02033.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_L_16-07-25/img02033.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_L_16-07-25/CollectedData_houlab.h5,16,28
Q1185,2,20240328_R17_rec_anes_007_L_16-07-25,img07448.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_L_16-07-25/img07448.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_L_16-07-25/CollectedData_houlab.h5,16,28
